id,value
2017-03-25.手机157,6
2017-03-25.手机106,6632
2017-03-25.手机189,214
2017-03-25.手机180,203
2017-03-25.手机177,526
2017-03-25.手机136,1470
2017-03-25.手机666,4057
2017-03-25.手机131,760
2017-03-25.手机133,1963
2017-03-25.手机132,223
2017-03-25.手机170,571
2017-03-25.手机135,313
2017-03-25.手机139,142
2017-03-25.手机138,147
2017-03-25.手机137,403
2017-03-25.手机109,334
2017-03-25.手机010,452
2017-03-25.手机107,93
2017-03-25.手机153,663
2017-03-25.手机156,1263
2017-03-25.手机168,284
2017-03-25.手机024,71
2017-03-25.手机147,142
2017-03-25.手机583,58
2017-03-25.手机123,24
2017-03-25.手机031,22
2017-03-25.手机182,207
2017-03-25.手机100,312
2017-03-25.手机186,6
2017-03-25.手机999,47
2017-03-25.手机158,93
2017-03-25.手机008,1
2017-03-25.手机043,4
2017-03-25.手机188,37
2017-03-25.手机150,22
2017-03-25.手机025,1
2017-03-25.手机146,15
2017-03-25.手机155,15
2017-03-25.手机151,2
2017-03-25.手机108,30
2017-03-25.手机112,14
2017-03-25.手机852,4
2017-03-25.手机130,19
2017-03-25.手机154,2
2017-03-25.手机167,1
2017-03-25.手机171,1
2017-03-25.11位号码,21869
2017-03-25.12位号码,2491
2017-03-25.8位号码,708
2017-03-25.10位号码,1815
2017-03-25.5位号码,13453
2017-03-25.13位号码,187
2017-03-25.9位号码,895
2017-03-25.14位号码,156
2017-03-25.15位号码,28
2017-03-25.16位号码,44
2017-03-25.4位号码,10
2017-03-25.7位号码,68
2017-03-25.3位号码,54
2017-03-25.6位号码,5
